case_id,attempt,type,difficulty,language,info_mode,status,stop_reason,iterations,wall_seconds,agent_seconds,llm_calls,prompt_tokens,completion_tokens,cost_usd,cost_source,overall_accuracy,strict_correct,false_convergence
en-loan-L4-007,1,loan,4,en,missing,done,ok,1,0.00035879999632015824,0.00035879999632015824,0,0,0,,unknown,1.0,True,False
en-cancellation_fee-L3-002,1,cancellation_fee,3,en,ambiguous,done,ok,1,0.0006445999606512487,0.0006445999606512487,0,0,0,,unknown,1.0,True,False
vi-swap-L1-009,1,swap,1,vi,complete,done,ok,1,0.0004670000053010881,0.0004670000053010881,0,0,0,,unknown,1.0,True,False
vi-cancellation_fee-L2-004,1,cancellation_fee,2,vi,complete,done,ok,1,0.0005928999744355679,0.0005928999744355679,0,0,0,,unknown,1.0,True,False
en-escrow_2party-L1-011,1,escrow_2party,1,en,missing,done,ok,1,0.0005646999925374985,0.0005646999925374985,0,0,0,,unknown,1.0,True,False
en-cancellation_fee-L2-007,1,cancellation_fee,2,en,missing,done,ok,1,0.0006387999746948481,0.0006387999746948481,0,0,0,,unknown,1.0,True,False
en-rental_deposit-L2-008,1,rental_deposit,2,en,missing,done,ok,1,0.00047859997721388936,0.00047859997721388936,0,0,0,,unknown,1.0,True,False
en-rental_deposit-L4-004,1,rental_deposit,4,en,complete,done,ok,1,0.0004893000004813075,0.0004893000004813075,0,0,0,,unknown,1.0,True,False
en-loan-L2-002,1,loan,2,en,missing,done,ok,1,0.0004668000037781894,0.0004668000037781894,0,0,0,,unknown,1.0,True,False
en-third_party-L1-002,1,third_party,1,en,missing,done,ok,1,0.0004447999526746571,0.0004447999526746571,0,0,0,,unknown,1.0,True,False
vi-loan-L1-001,1,loan,1,vi,complete,done,ok,1,0.0004532000166364014,0.0004532000166364014,0,0,0,,unknown,1.0,True,False
vi-cancellation_fee-L4-006,1,cancellation_fee,4,vi,missing,done,ok,1,0.0005648999940603971,0.0005648999940603971,0,0,0,,unknown,1.0,True,False
vi-escrow_2party-L3-014,1,escrow_2party,3,vi,ambiguous,done,ok,1,0.00046230002772063017,0.00046230002772063017,0,0,0,,unknown,1.0,True,False
en-vesting-L3-007,1,vesting,3,en,complete,done,ok,1,0.00042370002483949065,0.00042370002483949065,0,0,0,,unknown,1.0,True,False
en-escrow_2party-L2-007,1,escrow_2party,2,en,complete,done,ok,1,0.0005596000119112432,0.0005596000119112432,0,0,0,,unknown,1.0,True,False
vi-escrow_2party-L4-004,1,escrow_2party,4,vi,complete,done,ok,1,0.0004997999640181661,0.0004997999640181661,0,0,0,,unknown,1.0,True,False
vi-escrow_2party-L1-003,1,escrow_2party,1,vi,complete,done,ok,1,0.0005612000240944326,0.0005612000240944326,0,0,0,,unknown,1.0,True,False
en-crowdfunding-L3-003,1,crowdfunding,3,en,complete,done,ok,1,0.0004336999845691025,0.0004336999845691025,0,0,0,,unknown,1.0,True,False
en-escrow_2party-L1-010,1,escrow_2party,1,en,complete,done,ok,1,0.0004228000179864466,0.0004228000179864466,0,0,0,,unknown,1.0,True,False
en-rental_deposit-L2-005,1,rental_deposit,2,en,complete,done,ok,1,0.0005157999694347382,0.0005157999694347382,0,0,0,,unknown,1.0,True,False
vi-third_party-L2-003,1,third_party,2,vi,complete,done,ok,1,0.0005358000053092837,0.0005358000053092837,0,0,0,,unknown,1.0,True,False
en-swap-L1-003,1,swap,1,en,complete,done,ok,1,0.0014257999719120562,0.0014257999719120562,0,0,0,,unknown,1.0,True,False
vi-cancellation_fee-L4-001,1,cancellation_fee,4,vi,complete,done,ok,1,0.0005159000284038484,0.0005159000284038484,0,0,0,,unknown,1.0,True,False
vi-escrow_3party-L4-006,1,escrow_3party,4,vi,complete,done,ok,1,0.000644699961412698,0.000644699961412698,0,0,0,,unknown,1.0,True,False
vi-swap-L3-010,1,swap,3,vi,complete,done,ok,1,0.00047470000572502613,0.00047470000572502613,0,0,0,,unknown,1.0,True,False
en-escrow_3party-L1-009,1,escrow_3party,1,en,missing,done,ok,1,0.0006227000267244875,0.0006227000267244875,0,0,0,,unknown,1.0,True,False
vi-milestone-L4-003,1,milestone,4,vi,complete,done,ok,1,0.000603899999987334,0.000603899999987334,0,0,0,,unknown,1.0,True,False
vi-escrow_2party-L4-012,1,escrow_2party,4,vi,missing,done,ok,1,0.0005306000239215791,0.0005306000239215791,0,0,0,,unknown,1.0,True,False
vi-loan-L3-006,1,loan,3,vi,ambiguous,done,ok,1,0.0004059000057168305,0.0004059000057168305,0,0,0,,unknown,1.0,True,False
vi-vesting-L3-001,1,vesting,3,vi,complete,done,ok,1,0.0003529000096023083,0.0003529000096023083,0,0,0,,unknown,1.0,True,False
vi-crowdfunding-L4-004,1,crowdfunding,4,vi,ambiguous,done,ok,1,0.0004409999819472432,0.0004409999819472432,0,0,0,,unknown,1.0,True,False
vi-loan-L1-005,1,loan,1,vi,missing,done,ok,1,0.0004360000020824373,0.0004360000020824373,0,0,0,,unknown,1.0,True,False
vi-crowdfunding-L1-005,1,crowdfunding,1,vi,missing,done,ok,1,0.0004390000249259174,0.0004390000249259174,0,0,0,,unknown,1.0,True,False
vi-escrow_2party-L2-006,1,escrow_2party,2,vi,complete,done,ok,1,0.0005602000164799392,0.0005602000164799392,0,0,0,,unknown,1.0,True,False
vi-infeasible-L3-004,1,infeasible,3,vi,infeasible,done,ok,1,0.00014100002590566874,0.00014100002590566874,0,0,0,,unknown,,False,True
en-third_party-L2-009,1,third_party,2,en,complete,done,ok,1,0.0005879999953322113,0.0005879999953322113,0,0,0,,unknown,1.0,True,False
en-vesting-L2-006,1,vesting,2,en,missing,done,ok,1,0.00029910000739619136,0.00029910000739619136,0,0,0,,unknown,1.0,True,False
vi-escrow_2party-L3-001,1,escrow_2party,3,vi,missing,done,ok,1,0.0004724000464193523,0.0004724000464193523,0,0,0,,unknown,1.0,True,False
vi-vesting-L3-008,1,vesting,3,vi,complete,done,ok,1,0.0004031999851576984,0.0004031999851576984,0,0,0,,unknown,1.0,True,False
vi-rental_deposit-L4-001,1,rental_deposit,4,vi,missing,done,ok,1,0.000590900017414242,0.000590900017414242,0,0,0,,unknown,1.0,True,False
en-escrow_2party-L2-005,1,escrow_2party,2,en,missing,done,ok,1,0.00039980001747608185,0.00039980001747608185,0,0,0,,unknown,1.0,True,False
vi-escrow_3party-L1-010,1,escrow_3party,1,vi,complete,done,ok,1,0.0006553999846801162,0.0006553999846801162,0,0,0,,unknown,1.0,True,False
vi-escrow_2party-L4-013,1,escrow_2party,4,vi,missing,done,ok,1,0.0005869999877177179,0.0005869999877177179,0,0,0,,unknown,1.0,True,False
vi-vesting-L1-004,1,vesting,1,vi,complete,done,ok,1,0.000348400033544749,0.000348400033544749,0,0,0,,unknown,1.0,True,False
vi-crowdfunding-L3-001,1,crowdfunding,3,vi,complete,done,ok,1,0.0005390999722294509,0.0005390999722294509,0,0,0,,unknown,1.0,True,False
en-milestone-L3-006,1,milestone,3,en,complete,done,ok,1,0.0004755000118166208,0.0004755000118166208,0,0,0,,unknown,1.0,True,False
vi-loan-L3-008,1,loan,3,vi,missing,done,ok,1,0.00045419996604323387,0.00045419996604323387,0,0,0,,unknown,1.0,True,False
en-loan-L3-009,1,loan,3,en,complete,done,ok,1,0.0004594000056385994,0.0004594000056385994,0,0,0,,unknown,1.0,True,False
vi-rental_deposit-L2-006,1,rental_deposit,2,vi,complete,done,ok,1,0.0005320999771356583,0.0005320999771356583,0,0,0,,unknown,1.0,True,False
en-third_party-L2-008,1,third_party,2,en,complete,done,ok,1,0.0006030000513419509,0.0006030000513419509,0,0,0,,unknown,1.0,True,False
en-infeasible-L4-002,1,infeasible,4,en,infeasible,done,ok,1,0.00017039995873346925,0.00017039995873346925,0,0,0,,unknown,,False,True
vi-escrow_2party-L4-009,1,escrow_2party,4,vi,complete,done,ok,1,0.000659200013615191,0.000659200013615191,0,0,0,,unknown,1.0,True,False
vi-swap-L2-001,1,swap,2,vi,complete,done,ok,1,0.00043700000969693065,0.00043700000969693065,0,0,0,,unknown,1.0,True,False
vi-escrow_3party-L3-001,1,escrow_3party,3,vi,complete,done,ok,1,0.0005765999667346478,0.0005765999667346478,0,0,0,,unknown,1.0,True,False
vi-milestone-L2-004,1,milestone,2,vi,complete,done,ok,1,0.00039599998854100704,0.00039599998854100704,0,0,0,,unknown,1.0,True,False
en-vesting-L2-005,1,vesting,2,en,complete,done,ok,1,0.0004472000291571021,0.0004472000291571021,0,0,0,,unknown,1.0,True,False
vi-rental_deposit-L3-003,1,rental_deposit,3,vi,complete,done,ok,1,0.0006127000087872148,0.0006127000087872148,0,0,0,,unknown,1.0,True,False
en-rental_deposit-L3-002,1,rental_deposit,3,en,missing,done,ok,1,0.000673100003041327,0.000673100003041327,0,0,0,,unknown,1.0,True,False
vi-vesting-L2-010,1,vesting,2,vi,ambiguous,done,ok,1,0.0005074000218883157,0.0005074000218883157,0,0,0,,unknown,1.0,True,False
en-escrow_2party-L3-008,1,escrow_2party,3,en,complete,done,ok,1,0.0006188999977894127,0.0006188999977894127,0,0,0,,unknown,1.0,True,False
vi-infeasible-L1-003,1,infeasible,1,vi,infeasible,done,ok,1,0.00011170003563165665,0.00011170003563165665,0,0,0,,unknown,,False,True
vi-milestone-L2-001,1,milestone,2,vi,missing,done,ok,1,0.0006309999735094607,0.0006309999735094607,0,0,0,,unknown,1.0,True,False
en-escrow_2party-L4-002,1,escrow_2party,4,en,missing,done,ok,1,0.0005241000326350331,0.0005241000326350331,0,0,0,,unknown,1.0,True,False
vi-third_party-L1-001,1,third_party,1,vi,complete,done,ok,1,0.0006322000408545136,0.0006322000408545136,0,0,0,,unknown,1.0,True,False
en-vesting-L2-002,1,vesting,2,en,complete,done,ok,1,0.00028689997270703316,0.00028689997270703316,0,0,0,,unknown,1.0,True,False
vi-milestone-L2-005,1,milestone,2,vi,complete,done,ok,1,0.0005882999976165593,0.0005882999976165593,0,0,0,,unknown,1.0,True,False
vi-infeasible-L3-005,1,infeasible,3,vi,infeasible,done,ok,1,0.00014739995822310448,0.00014739995822310448,0,0,0,,unknown,,False,True
