case_id,attempt,type,difficulty,language,info_mode,status,stop_reason,iterations,wall_seconds,agent_seconds,llm_calls,prompt_tokens,completion_tokens,cost_usd,cost_source,overall_accuracy,strict_correct,false_convergence
vi-cancellation_fee-L2-004,1,cancellation_fee,2,vi,complete,done,ok,1,0.0010106000117957592,0.0005203000036999583,0,0,0,,unknown,0.25,False,True
en-cancellation_fee-L3-002,1,cancellation_fee,3,en,ambiguous,done,ok,1,0.0011946000158786774,0.0006772999768145382,0,0,0,,unknown,0.25,False,True
en-rental_deposit-L2-008,1,rental_deposit,2,en,missing,done,ok,1,0.0009836999815888703,0.000555099977646023,0,0,0,,unknown,0.25,False,True
en-escrow_2party-L1-011,1,escrow_2party,1,en,missing,done,ok,1,0.0012052999809384346,0.0005800999933853745,0,0,0,,unknown,0.4666666666666667,False,True
en-cancellation_fee-L2-007,1,cancellation_fee,2,en,missing,done,ok,1,0.0009541999897919595,0.0005052000051364303,0,0,0,,unknown,0.25,False,True
en-third_party-L1-002,1,third_party,1,en,missing,done,ok,1,0.0013256999664008617,0.0005487999878823757,0,0,0,,unknown,0.31666666666666665,False,True
en-loan-L2-002,1,loan,2,en,missing,done,ok,1,0.0008453999762423337,0.0005233999690972269,0,0,0,,unknown,0.275,False,True
en-rental_deposit-L4-004,1,rental_deposit,4,en,complete,done,ok,1,0.0010585999698378146,0.0005666999495588243,0,0,0,,unknown,0.25,False,True
vi-loan-L1-001,1,loan,1,vi,complete,done,ok,1,0.0008366999682039022,0.0004931999719701707,0,0,0,,unknown,0.275,False,True
vi-cancellation_fee-L4-006,1,cancellation_fee,4,vi,missing,done,ok,1,0.0009047000203281641,0.0005370000144466758,0,0,0,,unknown,0.25,False,True
vi-escrow_2party-L3-014,1,escrow_2party,3,vi,ambiguous,done,ok,1,0.002312399970833212,0.0018315999768674374,0,0,0,,unknown,0.4666666666666667,False,True
en-vesting-L3-007,1,vesting,3,en,complete,done,ok,1,0.0007249000482261181,0.0004211000050418079,0,0,0,,unknown,0.3375,False,True
vi-escrow_2party-L4-004,1,escrow_2party,4,vi,complete,done,ok,1,0.0010489000123925507,0.0004953999887220562,0,0,0,,unknown,0.4666666666666667,False,True
en-escrow_2party-L2-007,1,escrow_2party,2,en,complete,done,ok,1,0.0010975999757647514,0.0005495999939739704,0,0,0,,unknown,0.4666666666666667,False,True
vi-escrow_2party-L1-003,1,escrow_2party,1,vi,complete,done,ok,1,0.0010840000468306243,0.0005477000377140939,0,0,0,,unknown,0.4666666666666667,False,True
en-escrow_2party-L1-010,1,escrow_2party,1,en,complete,done,ok,1,0.0009932999964803457,0.0004807999939657748,0,0,0,,unknown,0.4666666666666667,False,True
en-crowdfunding-L3-003,1,crowdfunding,3,en,complete,done,ok,1,0.001174100034404546,0.0005922000273130834,0,0,0,,unknown,0.31666666666666665,False,True
en-rental_deposit-L2-005,1,rental_deposit,2,en,complete,done,ok,1,0.0009820000268518925,0.0005469000316224992,0,0,0,,unknown,0.25,False,True
en-swap-L1-003,1,swap,1,en,complete,done,ok,1,0.0007938999915495515,0.0004292999510653317,0,0,0,,unknown,0.5,False,True
vi-third_party-L2-003,1,third_party,2,vi,complete,done,ok,1,0.0012915999977849424,0.0005517000099644065,0,0,0,,unknown,0.31666666666666665,False,True
vi-cancellation_fee-L4-001,1,cancellation_fee,4,vi,complete,done,ok,1,0.001012599968817085,0.0005716999876312912,0,0,0,,unknown,0.25,False,True
vi-swap-L3-010,1,swap,3,vi,complete,done,ok,1,0.0007715999963693321,0.00038949999725446105,0,0,0,,unknown,0.5,False,True
vi-escrow_3party-L4-006,1,escrow_3party,4,vi,complete,done,ok,1,0.0016476000309921801,0.0006548000383190811,0,0,0,,unknown,0.31666666666666665,False,True
en-escrow_3party-L1-009,1,escrow_3party,1,en,missing,done,ok,1,0.0015727999852970243,0.0005892999470233917,0,0,0,,unknown,0.31666666666666665,False,True
vi-milestone-L4-003,1,milestone,4,vi,complete,done,ok,1,0.001313100045081228,0.0009002000442706048,0,0,0,,unknown,0.3375,False,True
vi-escrow_2party-L4-012,1,escrow_2party,4,vi,missing,done,ok,1,0.0010907999821938574,0.0005358000053092837,0,0,0,,unknown,0.4666666666666667,False,True
vi-loan-L3-006,1,loan,3,vi,ambiguous,done,ok,1,0.0008406999986618757,0.0005030999891459942,0,0,0,,unknown,0.275,False,True
vi-vesting-L3-001,1,vesting,3,vi,complete,done,ok,1,0.0007322999881580472,0.0004293000092729926,0,0,0,,unknown,0.3375,False,True
vi-loan-L1-005,1,loan,1,vi,missing,done,ok,1,0.002305300033185631,0.0004157000221312046,0,0,0,,unknown,0.275,False,True
vi-crowdfunding-L4-004,1,crowdfunding,4,vi,ambiguous,done,ok,1,0.0010451000416651368,0.0004827000084333122,0,0,0,,unknown,0.31666666666666665,False,True
vi-escrow_2party-L2-006,1,escrow_2party,2,vi,complete,done,ok,1,0.0011958000250160694,0.0005694000283256173,0,0,0,,unknown,0.4666666666666667,False,True
vi-crowdfunding-L1-005,1,crowdfunding,1,vi,missing,done,ok,1,0.0009243999957107008,0.00042260001646354795,0,0,0,,unknown,0.31666666666666665,False,True
vi-infeasible-L3-004,1,infeasible,3,vi,infeasible,done,ok,1,9.74999857135117e-05,9.599997429177165e-05,0,0,0,,unknown,,False,True
en-vesting-L2-006,1,vesting,2,en,missing,done,ok,1,0.0006576000014320016,0.0003519000019878149,0,0,0,,unknown,0.3375,False,True
vi-escrow_2party-L3-001,1,escrow_2party,3,vi,missing,done,ok,1,0.0009925999911502004,0.0004523000097833574,0,0,0,,unknown,0.4666666666666667,False,True
en-third_party-L2-009,1,third_party,2,en,complete,done,ok,1,0.0010784000041894615,0.000494200037792325,0,0,0,,unknown,0.31666666666666665,False,True
en-escrow_2party-L2-005,1,escrow_2party,2,en,missing,done,ok,1,0.0009963000193238258,0.0004202999989502132,0,0,0,,unknown,0.4666666666666667,False,True
vi-vesting-L3-008,1,vesting,3,vi,complete,done,ok,1,0.0007601999677717686,0.0004471999709494412,0,0,0,,unknown,0.3375,False,True
vi-rental_deposit-L4-001,1,rental_deposit,4,vi,missing,done,ok,1,0.0009941999451257288,0.0005221999599598348,0,0,0,,unknown,0.25,False,True
vi-escrow_3party-L1-010,1,escrow_3party,1,vi,complete,done,ok,1,0.0016225000144913793,0.0006375000230036676,0,0,0,,unknown,0.31666666666666665,False,True
vi-vesting-L1-004,1,vesting,1,vi,complete,done,ok,1,0.0007001000340096653,0.0003948000376112759,0,0,0,,unknown,0.3375,False,True
vi-escrow_2party-L4-013,1,escrow_2party,4,vi,missing,done,ok,1,0.0010646000155247748,0.000519900000654161,0,0,0,,unknown,0.4666666666666667,False,True
en-milestone-L3-006,1,milestone,3,en,complete,done,ok,1,0.0008308999822475016,0.0004534999607130885,0,0,0,,unknown,0.3375,False,True
vi-crowdfunding-L3-001,1,crowdfunding,3,vi,complete,done,ok,1,0.0010016000014729798,0.00046359997941181064,0,0,0,,unknown,0.31666666666666665,False,True
vi-loan-L3-008,1,loan,3,vi,missing,done,ok,1,0.0006544999778270721,0.0003654999891296029,0,0,0,,unknown,0.275,False,True
en-loan-L3-009,1,loan,3,en,complete,done,ok,1,0.0009471999946981668,0.0004659999976865947,0,0,0,,unknown,0.275,False,True
vi-rental_deposit-L2-006,1,rental_deposit,2,vi,complete,done,ok,1,0.0011150999926030636,0.0006327999872155488,0,0,0,,unknown,0.25,False,True
en-third_party-L2-008,1,third_party,2,en,complete,done,ok,1,0.0018142999615520239,0.0007360999588854611,0,0,0,,unknown,0.31666666666666665,False,True
en-infeasible-L4-002,1,infeasible,4,en,infeasible,done,ok,1,0.00016709999181330204,0.0001653999788686633,0,0,0,,unknown,,False,True
vi-swap-L2-001,1,swap,2,vi,complete,done,ok,1,0.0007923999801278114,0.0004001999623142183,0,0,0,,unknown,0.5,False,True
vi-escrow_2party-L4-009,1,escrow_2party,4,vi,complete,done,ok,1,0.00117200001841411,0.0005861000390723348,0,0,0,,unknown,0.4666666666666667,False,True
vi-escrow_3party-L3-001,1,escrow_3party,3,vi,complete,done,ok,1,0.002110700006596744,0.0008134000236168504,0,0,0,,unknown,0.31666666666666665,False,True
en-vesting-L2-005,1,vesting,2,en,complete,done,ok,1,0.0008450999739579856,0.0004865999799221754,0,0,0,,unknown,0.3375,False,True
vi-milestone-L2-004,1,milestone,2,vi,complete,done,ok,1,0.001033900014590472,0.0005386000266298652,0,0,0,,unknown,0.3375,False,True
vi-rental_deposit-L3-003,1,rental_deposit,3,vi,complete,done,ok,1,0.0010015000007115304,0.0005808999994769692,0,0,0,,unknown,0.25,False,True
en-rental_deposit-L3-002,1,rental_deposit,3,en,missing,done,ok,1,0.0009588999673724174,0.0005384999676607549,0,0,0,,unknown,0.25,False,True
vi-vesting-L2-010,1,vesting,2,vi,ambiguous,done,ok,1,0.0007393999840132892,0.0004096999764442444,0,0,0,,unknown,0.3375,False,True
en-escrow_2party-L3-008,1,escrow_2party,3,en,complete,done,ok,1,0.0012607999960891902,0.0006318000378087163,0,0,0,,unknown,0.4666666666666667,False,True
vi-milestone-L2-001,1,milestone,2,vi,missing,done,ok,1,0.0009722000104375184,0.0005187999922782183,0,0,0,,unknown,0.3375,False,True
vi-infeasible-L1-003,1,infeasible,1,vi,infeasible,done,ok,1,8.620001608505845e-05,8.510000770911574e-05,0,0,0,,unknown,,False,True
en-escrow_2party-L4-002,1,escrow_2party,4,en,missing,done,ok,1,0.001065499964170158,0.0005496999947354198,0,0,0,,unknown,0.4666666666666667,False,True
vi-milestone-L2-005,1,milestone,2,vi,complete,done,ok,1,0.001225799962412566,0.0008575000101700425,0,0,0,,unknown,0.3375,False,True
vi-third_party-L1-001,1,third_party,1,vi,complete,done,ok,1,0.0011532999924384058,0.0005359000060707331,0,0,0,,unknown,0.31666666666666665,False,True
en-vesting-L2-002,1,vesting,2,en,complete,done,ok,1,0.001379899971652776,0.00037620001239702106,0,0,0,,unknown,0.3375,False,True
vi-infeasible-L3-005,1,infeasible,3,vi,infeasible,done,ok,1,0.00018149998504668474,0.00017969997134059668,0,0,0,,unknown,,False,True
