case_id,attempt,type,difficulty,language,info_mode,status,stop_reason,iterations,wall_seconds,agent_seconds,llm_calls,prompt_tokens,completion_tokens,cost_usd,cost_source,overall_accuracy,strict_correct,false_convergence
vi-third_party-L2-007,1,third_party,2,vi,missing,done,ok,1,0.0005996000254526734,0.0005996000254526734,0,0,0,,unknown,0.31666666666666665,False,True
vi-swap-L3-008,1,swap,3,vi,missing,done,ok,1,0.0004846000229008496,0.0004846000229008496,0,0,0,,unknown,0.5,False,True
en-loan-L4-007,1,loan,4,en,missing,done,ok,1,0.00038320000749081373,0.00038320000749081373,0,0,0,,unknown,0.275,False,True
en-escrow_3party-L1-002,1,escrow_3party,1,en,complete,done,ok,1,0.0004878999898210168,0.0004878999898210168,0,0,0,,unknown,0.31666666666666665,False,True
vi-third_party-L2-005,1,third_party,2,vi,complete,done,ok,1,0.0005544000305235386,0.0005544000305235386,0,0,0,,unknown,0.31666666666666665,False,True
en-cancellation_fee-L3-002,1,cancellation_fee,3,en,ambiguous,done,ok,1,0.0005722999921999872,0.0005722999921999872,0,0,0,,unknown,0.25,False,True
vi-swap-L1-009,1,swap,1,vi,complete,done,ok,1,0.0004056000034324825,0.0004056000034324825,0,0,0,,unknown,0.5,False,True
vi-cancellation_fee-L2-004,1,cancellation_fee,2,vi,complete,done,ok,1,0.0005320000345818698,0.0005320000345818698,0,0,0,,unknown,0.25,False,True
en-cancellation_fee-L2-007,1,cancellation_fee,2,en,missing,done,ok,1,0.0006659000064246356,0.0006659000064246356,0,0,0,,unknown,0.25,False,True
en-rental_deposit-L2-008,1,rental_deposit,2,en,missing,done,ok,1,0.0005936999805271626,0.0005936999805271626,0,0,0,,unknown,0.25,False,True
en-escrow_2party-L1-011,1,escrow_2party,1,en,missing,done,ok,1,0.000557500054128468,0.000557500054128468,0,0,0,,unknown,0.4666666666666667,False,True
en-loan-L2-002,1,loan,2,en,missing,done,ok,1,0.0005933999782428145,0.0005933999782428145,0,0,0,,unknown,0.275,False,True
en-third_party-L1-002,1,third_party,1,en,missing,done,ok,1,0.000678399985190481,0.000678399985190481,0,0,0,,unknown,0.31666666666666665,False,True
en-rental_deposit-L4-004,1,rental_deposit,4,en,complete,done,ok,1,0.0009739000233821571,0.0009739000233821571,0,0,0,,unknown,0.25,False,True
vi-loan-L1-001,1,loan,1,vi,complete,done,ok,1,0.000646200031042099,0.000646200031042099,0,0,0,,unknown,0.275,False,True
vi-escrow_2party-L3-014,1,escrow_2party,3,vi,ambiguous,done,ok,1,0.000679899996612221,0.000679899996612221,0,0,0,,unknown,0.4666666666666667,False,True
vi-cancellation_fee-L4-006,1,cancellation_fee,4,vi,missing,done,ok,1,0.0009681999799795449,0.0009681999799795449,0,0,0,,unknown,0.25,False,True
en-vesting-L3-007,1,vesting,3,en,complete,done,ok,1,0.0004949000431224704,0.0004949000431224704,0,0,0,,unknown,0.3375,False,True
vi-escrow_2party-L4-004,1,escrow_2party,4,vi,complete,done,ok,1,0.0006238999776542187,0.0006238999776542187,0,0,0,,unknown,0.4666666666666667,False,True
en-escrow_2party-L2-007,1,escrow_2party,2,en,complete,done,ok,1,0.0006560999900102615,0.0006560999900102615,0,0,0,,unknown,0.4666666666666667,False,True
vi-escrow_2party-L1-003,1,escrow_2party,1,vi,complete,done,ok,1,0.0007825999637134373,0.0007825999637134373,0,0,0,,unknown,0.4666666666666667,False,True
en-crowdfunding-L3-003,1,crowdfunding,3,en,complete,done,ok,1,0.0004931999719701707,0.0004931999719701707,0,0,0,,unknown,0.31666666666666665,False,True
en-escrow_2party-L1-010,1,escrow_2party,1,en,complete,done,ok,1,0.0005907000158913434,0.0005907000158913434,0,0,0,,unknown,0.4666666666666667,False,True
en-rental_deposit-L2-005,1,rental_deposit,2,en,complete,done,ok,1,0.0006025999900884926,0.0006025999900884926,0,0,0,,unknown,0.25,False,True
en-swap-L1-003,1,swap,1,en,complete,done,ok,1,0.0005108999903313816,0.0005108999903313816,0,0,0,,unknown,0.5,False,True
vi-third_party-L2-003,1,third_party,2,vi,complete,done,ok,1,0.0005375999608077109,0.0005375999608077109,0,0,0,,unknown,0.31666666666666665,False,True
vi-cancellation_fee-L4-001,1,cancellation_fee,4,vi,complete,done,ok,1,0.0006111999973654747,0.0006111999973654747,0,0,0,,unknown,0.25,False,True
vi-swap-L3-010,1,swap,3,vi,complete,done,ok,1,0.0004609999596141279,0.0004609999596141279,0,0,0,,unknown,0.5,False,True
vi-escrow_3party-L4-006,1,escrow_3party,4,vi,complete,done,ok,1,0.0006517000147141516,0.0006517000147141516,0,0,0,,unknown,0.31666666666666665,False,True
en-escrow_3party-L1-009,1,escrow_3party,1,en,missing,done,ok,1,0.0007902999641373754,0.0007902999641373754,0,0,0,,unknown,0.31666666666666665,False,True
vi-milestone-L4-003,1,milestone,4,vi,complete,done,ok,1,0.0005766000249423087,0.0005766000249423087,0,0,0,,unknown,0.3375,False,True
vi-escrow_2party-L4-012,1,escrow_2party,4,vi,missing,done,ok,1,0.0005160000291652977,0.0005160000291652977,0,0,0,,unknown,0.4666666666666667,False,True
vi-loan-L3-006,1,loan,3,vi,ambiguous,done,ok,1,0.000522000016644597,0.000522000016644597,0,0,0,,unknown,0.275,False,True
vi-crowdfunding-L4-004,1,crowdfunding,4,vi,ambiguous,done,ok,1,0.0005313000292517245,0.0005313000292517245,0,0,0,,unknown,0.31666666666666665,False,True
vi-vesting-L3-001,1,vesting,3,vi,complete,done,ok,1,0.000458399998024106,0.000458399998024106,0,0,0,,unknown,0.3375,False,True
vi-loan-L1-005,1,loan,1,vi,missing,done,ok,1,0.0004325999761931598,0.0004325999761931598,0,0,0,,unknown,0.275,False,True
vi-crowdfunding-L1-005,1,crowdfunding,1,vi,missing,done,ok,1,0.00048639997839927673,0.00048639997839927673,0,0,0,,unknown,0.31666666666666665,False,True
vi-infeasible-L3-004,1,infeasible,3,vi,infeasible,done,ok,1,0.00015889998758211732,0.00015889998758211732,0,0,0,,unknown,,False,True
vi-escrow_2party-L2-006,1,escrow_2party,2,vi,complete,done,ok,1,0.0006395999807864428,0.0006395999807864428,0,0,0,,unknown,0.4666666666666667,False,True
en-third_party-L2-009,1,third_party,2,en,complete,done,ok,1,0.0006296000210568309,0.0006296000210568309,0,0,0,,unknown,0.31666666666666665,False,True
vi-escrow_2party-L3-001,1,escrow_2party,3,vi,missing,done,ok,1,0.0005064999568276107,0.0005064999568276107,0,0,0,,unknown,0.4666666666666667,False,True
en-vesting-L2-006,1,vesting,2,en,missing,done,ok,1,0.000328000052832067,0.000328000052832067,0,0,0,,unknown,0.3375,False,True
vi-vesting-L3-008,1,vesting,3,vi,complete,done,ok,1,0.0005083999712951481,0.0005083999712951481,0,0,0,,unknown,0.3375,False,True
en-escrow_2party-L2-005,1,escrow_2party,2,en,missing,done,ok,1,0.0006387000321410596,0.0006387000321410596,0,0,0,,unknown,0.4666666666666667,False,True
vi-rental_deposit-L4-001,1,rental_deposit,4,vi,missing,done,ok,1,0.0005342999938875437,0.0005342999938875437,0,0,0,,unknown,0.25,False,True
vi-escrow_3party-L1-010,1,escrow_3party,1,vi,complete,done,ok,1,0.0006070000235922635,0.0006070000235922635,0,0,0,,unknown,0.31666666666666665,False,True
vi-escrow_2party-L4-013,1,escrow_2party,4,vi,missing,done,ok,1,0.00056900002527982,0.00056900002527982,0,0,0,,unknown,0.4666666666666667,False,True
vi-vesting-L1-004,1,vesting,1,vi,complete,done,ok,1,0.00043130002450197935,0.00043130002450197935,0,0,0,,unknown,0.3375,False,True
vi-crowdfunding-L3-001,1,crowdfunding,3,vi,complete,done,ok,1,0.0004955999902449548,0.0004955999902449548,0,0,0,,unknown,0.31666666666666665,False,True
en-milestone-L3-006,1,milestone,3,en,complete,done,ok,1,0.000494800042361021,0.000494800042361021,0,0,0,,unknown,0.3375,False,True
vi-loan-L3-008,1,loan,3,vi,missing,done,ok,1,0.00047199998516589403,0.00047199998516589403,0,0,0,,unknown,0.275,False,True
en-loan-L3-009,1,loan,3,en,complete,done,ok,1,0.0004881999921053648,0.0004881999921053648,0,0,0,,unknown,0.275,False,True
vi-rental_deposit-L2-006,1,rental_deposit,2,vi,complete,done,ok,1,0.0005760000203736126,0.0005760000203736126,0,0,0,,unknown,0.25,False,True
en-third_party-L2-008,1,third_party,2,en,complete,done,ok,1,0.0005653999978676438,0.0005653999978676438,0,0,0,,unknown,0.31666666666666665,False,True
en-infeasible-L4-002,1,infeasible,4,en,infeasible,done,ok,1,0.00016789999790489674,0.00016789999790489674,0,0,0,,unknown,,False,True
vi-escrow_2party-L4-009,1,escrow_2party,4,vi,complete,done,ok,1,0.0006161000346764922,0.0006161000346764922,0,0,0,,unknown,0.4666666666666667,False,True
vi-swap-L2-001,1,swap,2,vi,complete,done,ok,1,0.00042590004159137607,0.00042590004159137607,0,0,0,,unknown,0.5,False,True
vi-escrow_3party-L3-001,1,escrow_3party,3,vi,complete,done,ok,1,0.0006158999749459326,0.0006158999749459326,0,0,0,,unknown,0.31666666666666665,False,True
en-vesting-L2-005,1,vesting,2,en,complete,done,ok,1,0.0004878999898210168,0.0004878999898210168,0,0,0,,unknown,0.3375,False,True
vi-milestone-L2-004,1,milestone,2,vi,complete,done,ok,1,0.0005635999841615558,0.0005635999841615558,0,0,0,,unknown,0.3375,False,True
vi-rental_deposit-L3-003,1,rental_deposit,3,vi,complete,done,ok,1,0.0007044000085443258,0.0007044000085443258,0,0,0,,unknown,0.25,False,True
vi-vesting-L2-010,1,vesting,2,vi,ambiguous,done,ok,1,0.0006219000206328928,0.0006219000206328928,0,0,0,,unknown,0.3375,False,True
en-rental_deposit-L3-002,1,rental_deposit,3,en,missing,done,ok,1,0.0007153999758884311,0.0007153999758884311,0,0,0,,unknown,0.25,False,True
en-escrow_2party-L3-008,1,escrow_2party,3,en,complete,done,ok,1,0.0006552999839186668,0.0006552999839186668,0,0,0,,unknown,0.4666666666666667,False,True
vi-infeasible-L1-003,1,infeasible,1,vi,infeasible,done,ok,1,0.0001078000059351325,0.0001078000059351325,0,0,0,,unknown,,False,True
vi-milestone-L2-001,1,milestone,2,vi,missing,done,ok,1,0.0006596000166609883,0.0006596000166609883,0,0,0,,unknown,0.3375,False,True
en-escrow_2party-L4-002,1,escrow_2party,4,en,missing,done,ok,1,0.0007046000100672245,0.0007046000100672245,0,0,0,,unknown,0.4666666666666667,False,True
vi-third_party-L1-001,1,third_party,1,vi,complete,done,ok,1,0.0006384000298567116,0.0006384000298567116,0,0,0,,unknown,0.31666666666666665,False,True
vi-milestone-L2-005,1,milestone,2,vi,complete,done,ok,1,0.0006192000000737607,0.0006192000000737607,0,0,0,,unknown,0.3375,False,True
en-vesting-L2-002,1,vesting,2,en,complete,done,ok,1,0.0004078000201843679,0.0004078000201843679,0,0,0,,unknown,0.3375,False,True
vi-infeasible-L3-005,1,infeasible,3,vi,infeasible,done,ok,1,0.0002402999671176076,0.0002402999671176076,0,0,0,,unknown,,False,True
