case_id,attempt,type,difficulty,language,info_mode,status,stop_reason,iterations,wall_seconds,agent_seconds,llm_calls,prompt_tokens,completion_tokens,cost_usd,cost_source,overall_accuracy,strict_correct,false_convergence
vi-rental_deposit-L4-001,1,rental_deposit,4,vi,missing,done,ok,1,0.0010325999464839697,0.0005429000011645257,0,0,0,,unknown,1.0,True,False
vi-escrow_3party-L1-010,1,escrow_3party,1,vi,complete,done,ok,1,0.0015920000150799751,0.0006144000217318535,0,0,0,,unknown,1.0,True,False
vi-vesting-L1-004,1,vesting,1,vi,complete,done,ok,1,0.0006819000118412077,0.0004073000163771212,0,0,0,,unknown,1.0,True,False
vi-crowdfunding-L3-001,1,crowdfunding,3,vi,complete,done,ok,1,0.0008421000093221664,0.0003369000041857362,0,0,0,,unknown,1.0,True,False
vi-escrow_2party-L4-013,1,escrow_2party,4,vi,missing,done,ok,1,0.0011845999979414046,0.0005872999900020659,0,0,0,,unknown,1.0,True,False
en-milestone-L3-006,1,milestone,3,en,complete,done,ok,1,0.0007573000038973987,0.00040610000723972917,0,0,0,,unknown,1.0,True,False
vi-loan-L3-008,1,loan,3,vi,missing,done,ok,1,0.0008621999877505004,0.00047750002704560757,0,0,0,,unknown,1.0,True,False
en-loan-L3-009,1,loan,3,en,complete,done,ok,1,0.0008219000301323831,0.0004199999966658652,0,0,0,,unknown,1.0,True,False
en-third_party-L2-008,1,third_party,2,en,complete,done,ok,1,0.001006700040306896,0.00040330004412680864,0,0,0,,unknown,1.0,True,False
vi-rental_deposit-L2-006,1,rental_deposit,2,vi,complete,done,ok,1,0.0010167000000365078,0.0005376000190153718,0,0,0,,unknown,1.0,True,False
en-infeasible-L4-002,1,infeasible,4,en,infeasible,done,ok,1,7.250002818182111e-05,7.14000198058784e-05,0,0,0,,unknown,,False,True
vi-escrow_2party-L4-009,1,escrow_2party,4,vi,complete,done,ok,1,0.0012247000122442842,0.0006062000175006688,0,0,0,,unknown,1.0,True,False
vi-swap-L2-001,1,swap,2,vi,complete,done,ok,1,0.002281600027345121,0.0019486999954096973,0,0,0,,unknown,1.0,True,False
en-vesting-L2-005,1,vesting,2,en,complete,done,ok,1,0.0006277000065892935,0.0003236000193282962,0,0,0,,unknown,1.0,True,False
vi-escrow_3party-L3-001,1,escrow_3party,3,vi,complete,done,ok,1,0.0015107000363059342,0.0004974000039510429,0,0,0,,unknown,1.0,True,False
vi-milestone-L2-004,1,milestone,2,vi,complete,done,ok,1,0.0008504000143148005,0.00047909998102113605,0,0,0,,unknown,1.0,True,False
vi-rental_deposit-L3-003,1,rental_deposit,3,vi,complete,done,ok,1,0.0008713999995961785,0.0004741000011563301,0,0,0,,unknown,1.0,True,False
en-rental_deposit-L3-002,1,rental_deposit,3,en,missing,done,ok,1,0.0008741000201553106,0.0004613000201061368,0,0,0,,unknown,1.0,True,False
vi-vesting-L2-010,1,vesting,2,vi,ambiguous,done,ok,1,0.000651500013191253,0.0003399000270292163,0,0,0,,unknown,1.0,True,False
en-escrow_2party-L3-008,1,escrow_2party,3,en,complete,done,ok,1,0.0010238999966531992,0.0005400999798439443,0,0,0,,unknown,1.0,True,False
vi-milestone-L2-001,1,milestone,2,vi,missing,done,ok,1,0.0010359000298194587,0.0004911000141873956,0,0,0,,unknown,1.0,True,False
en-escrow_2party-L4-002,1,escrow_2party,4,en,missing,done,ok,1,0.0009168999968096614,0.00040030002128332853,0,0,0,,unknown,1.0,True,False
vi-infeasible-L1-003,1,infeasible,1,vi,infeasible,done,ok,1,0.00015380000695586205,0.00015199999324977398,0,0,0,,unknown,,False,True
en-vesting-L2-002,1,vesting,2,en,complete,done,ok,1,0.0005178000428713858,0.0002655000425875187,0,0,0,,unknown,1.0,True,False
vi-third_party-L1-001,1,third_party,1,vi,complete,done,ok,1,0.00124149996554479,0.0005707999807782471,0,0,0,,unknown,1.0,True,False
vi-milestone-L2-005,1,milestone,2,vi,complete,done,ok,1,0.0008779999916441739,0.0004668000037781894,0,0,0,,unknown,1.0,True,False
vi-infeasible-L3-005,1,infeasible,3,vi,infeasible,done,ok,1,0.001008800056297332,0.00100760004715994,0,0,0,,unknown,,False,True
vi-escrow_3party-L1-010,2,escrow_3party,1,vi,complete,done,ok,1,0.001359799993224442,0.0005665000062435865,0,0,0,,unknown,1.0,True,False
vi-milestone-L2-004,2,milestone,2,vi,complete,done,ok,1,0.0007735000108368695,0.0004209000035189092,0,0,0,,unknown,1.0,True,False
