case_id,attempt,type,difficulty,language,info_mode,status,stop_reason,iterations,wall_seconds,agent_seconds,llm_calls,prompt_tokens,completion_tokens,cost_usd,cost_source,overall_accuracy,strict_correct,false_convergence
vi-rental_deposit-L1-007,1,rental_deposit,1,vi,missing,done,ok,1,0.0011281000333838165,0.0006501000025309622,0,0,0,,unknown,1.0,True,False
en-escrow_3party-L1-005,1,escrow_3party,1,en,missing,done,ok,1,0.0029722999897785485,0.0005106999888084829,0,0,0,,unknown,1.0,True,False
vi-vesting-L2-003,1,vesting,2,vi,complete,done,ok,1,0.000706199964042753,0.00035879999632015824,0,0,0,,unknown,1.0,True,False
en-crowdfunding-L2-002,1,crowdfunding,2,en,complete,done,ok,1,0.001040700008161366,0.00045330001739785075,0,0,0,,unknown,1.0,True,False
vi-third_party-L3-006,1,third_party,3,vi,missing,done,ok,1,0.001298899995163083,0.0005614999681711197,0,0,0,,unknown,1.0,True,False
en-crowdfunding-L3-008,1,crowdfunding,3,en,complete,done,ok,1,0.000979800010100007,0.00036689999978989363,0,0,0,,unknown,1.0,True,False
vi-loan-L1-004,1,loan,1,vi,complete,done,ok,1,0.0010148999863304198,0.0005814000032842159,0,0,0,,unknown,1.0,True,False
en-swap-L1-007,1,swap,1,en,missing,done,ok,1,0.0007731000077910721,0.0003739000530913472,0,0,0,,unknown,1.0,True,False
en-crowdfunding-L1-006,1,crowdfunding,1,en,complete,done,ok,1,0.0010870000114664435,0.0004545000265352428,0,0,0,,unknown,1.0,True,False
vi-third_party-L2-004,1,third_party,2,vi,ambiguous,done,ok,1,0.0014543000143021345,0.0006647000554949045,0,0,0,,unknown,1.0,True,False
vi-third_party-L3-010,1,third_party,3,vi,missing,done,ok,1,0.0012086999486200511,0.0005187999922782183,0,0,0,,unknown,1.0,True,False
en-swap-L2-006,1,swap,2,en,ambiguous,done,ok,1,0.0008995000389404595,0.00040740001713857055,0,0,0,,unknown,1.0,True,False
vi-escrow_3party-L3-004,1,escrow_3party,3,vi,complete,done,ok,1,0.0014189999783411622,0.0005248999805189669,0,0,0,,unknown,1.0,True,False
vi-loan-L1-010,1,loan,1,vi,complete,done,ok,1,0.0008843999821692705,0.0004901000065729022,0,0,0,,unknown,1.0,True,False
en-milestone-L4-002,1,milestone,4,en,complete,done,ok,1,0.0009952000109478831,0.0005259000463411212,0,0,0,,unknown,1.0,True,False
en-cancellation_fee-L2-003,1,cancellation_fee,2,en,complete,done,ok,1,0.001000199990812689,0.0005119999987073243,0,0,0,,unknown,1.0,True,False
vi-third_party-L2-007,1,third_party,2,vi,missing,done,ok,1,0.001312199980020523,0.0005382000235840678,0,0,0,,unknown,1.0,True,False
en-swap-L3-005,1,swap,3,en,ambiguous,done,ok,1,0.0009475999977439642,0.0004879999905824661,0,0,0,,unknown,1.0,True,False
vi-swap-L3-008,1,swap,3,vi,missing,done,ok,1,0.000985999999102205,0.0005076999659650028,0,0,0,,unknown,1.0,True,False
en-loan-L4-007,1,loan,4,en,missing,done,ok,1,0.0006704999832436442,0.00035579997347667813,0,0,0,,unknown,1.0,True,False
vi-third_party-L2-005,1,third_party,2,vi,complete,done,ok,1,0.0013615000061690807,0.0006384000298567116,0,0,0,,unknown,1.0,True,False
en-escrow_3party-L1-002,1,escrow_3party,1,en,complete,done,ok,1,0.001424000016413629,0.0005187000497244298,0,0,0,,unknown,1.0,True,False
en-cancellation_fee-L3-002,1,cancellation_fee,3,en,ambiguous,done,ok,1,0.0009099000017158687,0.0004913000157102942,0,0,0,,unknown,1.0,True,False
vi-cancellation_fee-L2-004,1,cancellation_fee,2,vi,complete,done,ok,1,0.0009640000062063336,0.0005348999984562397,0,0,0,,unknown,1.0,True,False
vi-swap-L1-009,1,swap,1,vi,complete,done,ok,1,0.0009480000007897615,0.0004981000092811882,0,0,0,,unknown,1.0,True,False
en-rental_deposit-L2-008,1,rental_deposit,2,en,missing,done,ok,1,0.0010040999623015523,0.0005145999602973461,0,0,0,,unknown,1.0,True,False
en-cancellation_fee-L2-007,1,cancellation_fee,2,en,missing,done,ok,1,0.0010857000015676022,0.0006099000456742942,0,0,0,,unknown,1.0,True,False
en-escrow_2party-L1-011,1,escrow_2party,1,en,missing,done,ok,1,0.0010312999947927892,0.0004949999856762588,0,0,0,,unknown,1.0,True,False
en-loan-L2-002,1,loan,2,en,missing,done,ok,1,0.0007160999812185764,0.0003989000106230378,0,0,0,,unknown,1.0,True,False
en-rental_deposit-L4-004,1,rental_deposit,4,en,complete,done,ok,1,0.0008701999904587865,0.00044439994962885976,0,0,0,,unknown,1.0,True,False
en-third_party-L1-002,1,third_party,1,en,missing,done,ok,1,0.0012744999839924276,0.0004958999925293028,0,0,0,,unknown,1.0,True,False
vi-loan-L1-001,1,loan,1,vi,complete,done,ok,1,0.0008994000381790102,0.0005017000366933644,0,0,0,,unknown,1.0,True,False
vi-cancellation_fee-L4-006,1,cancellation_fee,4,vi,missing,done,ok,1,0.0008270000107586384,0.0004154000198468566,0,0,0,,unknown,1.0,True,False
vi-escrow_2party-L3-014,1,escrow_2party,3,vi,ambiguous,done,ok,1,0.001229099987540394,0.0005540000274777412,0,0,0,,unknown,1.0,True,False
en-vesting-L3-007,1,vesting,3,en,complete,done,ok,1,0.0007202999549917877,0.000408099964261055,0,0,0,,unknown,1.0,True,False
vi-escrow_2party-L4-004,1,escrow_2party,4,vi,complete,done,ok,1,0.000990699976682663,0.0004518000059761107,0,0,0,,unknown,1.0,True,False
en-escrow_2party-L2-007,1,escrow_2party,2,en,complete,done,ok,1,0.0012251000152900815,0.0006164999795146286,0,0,0,,unknown,1.0,True,False
vi-escrow_2party-L1-003,1,escrow_2party,1,vi,complete,done,ok,1,0.00105489999987185,0.0005203000036999583,0,0,0,,unknown,1.0,True,False
en-escrow_2party-L1-010,1,escrow_2party,1,en,complete,done,ok,1,0.0009469999931752682,0.00042510003549978137,0,0,0,,unknown,1.0,True,False
en-crowdfunding-L3-003,1,crowdfunding,3,en,complete,done,ok,1,0.0011360999778844416,0.0005459000240080059,0,0,0,,unknown,1.0,True,False
en-rental_deposit-L2-005,1,rental_deposit,2,en,complete,done,ok,1,0.0011557000107131898,0.000618099991697818,0,0,0,,unknown,1.0,True,False
vi-third_party-L2-003,1,third_party,2,vi,complete,done,ok,1,0.0011818999773822725,0.00046989996917545795,0,0,0,,unknown,1.0,True,False
en-swap-L1-003,1,swap,1,en,complete,done,ok,1,0.0017748000100255013,0.0013416000292636454,0,0,0,,unknown,1.0,True,False
vi-cancellation_fee-L4-001,1,cancellation_fee,4,vi,complete,done,ok,1,0.001121999986935407,0.0005825000116601586,0,0,0,,unknown,1.0,True,False
vi-swap-L3-010,1,swap,3,vi,complete,done,ok,1,0.001188000023830682,0.0004659999976865947,0,0,0,,unknown,1.0,True,False
vi-escrow_3party-L4-006,1,escrow_3party,4,vi,complete,done,ok,1,0.0015619000187143683,0.0005688000237569213,0,0,0,,unknown,1.0,True,False
en-escrow_3party-L1-009,1,escrow_3party,1,en,missing,done,ok,1,0.0015575999859720469,0.0005486999871209264,0,0,0,,unknown,1.0,True,False
vi-milestone-L4-003,1,milestone,4,vi,complete,done,ok,1,0.0009683999815024436,0.0005367000121623278,0,0,0,,unknown,1.0,True,False
vi-loan-L3-006,1,loan,3,vi,ambiguous,done,ok,1,0.0006944999913685024,0.00035659997956827283,0,0,0,,unknown,1.0,True,False
vi-escrow_2party-L4-012,1,escrow_2party,4,vi,missing,done,ok,1,0.001014699984807521,0.00044919998617842793,0,0,0,,unknown,1.0,True,False
vi-crowdfunding-L4-004,1,crowdfunding,4,vi,ambiguous,done,ok,1,0.000998999981675297,0.00044929998693987727,0,0,0,,unknown,1.0,True,False
vi-loan-L1-005,1,loan,1,vi,missing,done,ok,1,0.000813000020571053,0.0004387000226415694,0,0,0,,unknown,1.0,True,False
vi-vesting-L3-001,1,vesting,3,vi,complete,done,ok,1,0.0005868999869562685,0.0003102999762631953,0,0,0,,unknown,1.0,True,False
vi-crowdfunding-L1-005,1,crowdfunding,1,vi,missing,done,ok,1,0.001215199998114258,0.0005319000338204205,0,0,0,,unknown,1.0,True,False
vi-escrow_2party-L2-006,1,escrow_2party,2,vi,complete,done,ok,1,0.000999899988528341,0.0004471999709494412,0,0,0,,unknown,1.0,True,False
vi-infeasible-L3-004,1,infeasible,3,vi,infeasible,done,ok,1,0.00013699999544769526,0.0001351999817416072,0,0,0,,unknown,,False,True
en-third_party-L2-009,1,third_party,2,en,complete,done,ok,1,0.001540800032671541,0.0006404000450856984,0,0,0,,unknown,1.0,True,False
en-vesting-L2-006,1,vesting,2,en,missing,done,ok,1,0.0007440000190399587,0.00038600002881139517,0,0,0,,unknown,1.0,True,False
vi-escrow_2party-L3-001,1,escrow_2party,3,vi,missing,done,ok,1,0.0012812000350095332,0.0006429000059142709,0,0,0,,unknown,1.0,True,False
vi-vesting-L3-008,1,vesting,3,vi,complete,done,ok,1,0.0007173999911174178,0.0004096999764442444,0,0,0,,unknown,1.0,True,False
en-escrow_2party-L2-005,1,escrow_2party,2,en,missing,done,ok,1,0.001040700008161366,0.0004983000108040869,0,0,0,,unknown,1.0,True,False
vi-rental_deposit-L4-001,1,rental_deposit,4,vi,missing,done,ok,1,0.0019162999815307558,0.0004563999827951193,0,0,0,,unknown,1.0,True,False
vi-escrow_3party-L1-010,1,escrow_3party,1,vi,complete,done,ok,1,0.0016697999672032893,0.0007048999541439116,0,0,0,,unknown,1.0,True,False
vi-vesting-L1-004,1,vesting,1,vi,complete,done,ok,1,0.0009925999911502004,0.0005882999976165593,0,0,0,,unknown,1.0,True,False
vi-escrow_2party-L4-013,1,escrow_2party,4,vi,missing,done,ok,1,0.0010997999925166368,0.0005155999679118395,0,0,0,,unknown,1.0,True,False
vi-crowdfunding-L3-001,1,crowdfunding,3,vi,complete,done,ok,1,0.0011221999884583056,0.0004865999799221754,0,0,0,,unknown,1.0,True,False
en-milestone-L3-006,1,milestone,3,en,complete,done,ok,1,0.0009592999704182148,0.0005042999982833862,0,0,0,,unknown,1.0,True,False
vi-loan-L3-008,1,loan,3,vi,missing,done,ok,1,0.0008595999679528177,0.0004891999997198582,0,0,0,,unknown,1.0,True,False
en-loan-L3-009,1,loan,3,en,complete,done,ok,1,0.0008759999764151871,0.0004887999966740608,0,0,0,,unknown,1.0,True,False
vi-rental_deposit-L2-006,1,rental_deposit,2,vi,complete,done,ok,1,0.001033900014590472,0.0005457000224851072,0,0,0,,unknown,1.0,True,False
en-third_party-L2-008,1,third_party,2,en,complete,done,ok,1,0.0013281999854370952,0.000597700010985136,0,0,0,,unknown,1.0,True,False
en-infeasible-L4-002,1,infeasible,4,en,infeasible,done,ok,1,0.00016190001042559743,0.00016000005416572094,0,0,0,,unknown,,False,True
vi-escrow_2party-L4-009,1,escrow_2party,4,vi,complete,done,ok,1,0.0013560000224970281,0.00073490000795573,0,0,0,,unknown,1.0,True,False
vi-swap-L2-001,1,swap,2,vi,complete,done,ok,1,0.000936900032684207,0.0004393000272102654,0,0,0,,unknown,1.0,True,False
vi-escrow_3party-L3-001,1,escrow_3party,3,vi,complete,done,ok,1,0.0015385000151582062,0.0006223000236786902,0,0,0,,unknown,1.0,True,False
vi-milestone-L2-004,1,milestone,2,vi,complete,done,ok,1,0.0009374000364914536,0.0004735999973490834,0,0,0,,unknown,1.0,True,False
vi-rental_deposit-L3-003,1,rental_deposit,3,vi,complete,done,ok,1,0.0011757000465877354,0.000625200045760721,0,0,0,,unknown,1.0,True,False
en-vesting-L2-005,1,vesting,2,en,complete,done,ok,1,0.0007142999675124884,0.00037809996865689754,0,0,0,,unknown,1.0,True,False
en-rental_deposit-L3-002,1,rental_deposit,3,en,missing,done,ok,1,0.0009803000139072537,0.0005319000338204205,0,0,0,,unknown,1.0,True,False
vi-vesting-L2-010,1,vesting,2,vi,ambiguous,done,ok,1,0.0008111000061035156,0.0003895999980159104,0,0,0,,unknown,1.0,True,False
en-escrow_2party-L3-008,1,escrow_2party,3,en,complete,done,ok,1,0.000950800022110343,0.0004284000024199486,0,0,0,,unknown,1.0,True,False
vi-milestone-L2-001,1,milestone,2,vi,missing,done,ok,1,0.0009069000370800495,0.0005074000218883157,0,0,0,,unknown,1.0,True,False
vi-infeasible-L1-003,1,infeasible,1,vi,infeasible,done,ok,1,0.00010300002759322524,0.00010150001617148519,0,0,0,,unknown,,False,True
en-escrow_2party-L4-002,1,escrow_2party,4,en,missing,done,ok,1,0.0011495000217109919,0.0004420000477693975,0,0,0,,unknown,1.0,True,False
vi-third_party-L1-001,1,third_party,1,vi,complete,done,ok,1,0.001156599959358573,0.0004992999602109194,0,0,0,,unknown,1.0,True,False
vi-milestone-L2-005,1,milestone,2,vi,complete,done,ok,1,0.0008302999776788056,0.00044839998008683324,0,0,0,,unknown,1.0,True,False
en-vesting-L2-002,1,vesting,2,en,complete,done,ok,1,0.0007489999989047647,0.00039929995546117425,0,0,0,,unknown,1.0,True,False
vi-infeasible-L3-005,1,infeasible,3,vi,infeasible,done,ok,1,0.00016639998648315668,0.00016439997125416994,0,0,0,,unknown,,False,True
